"User","Print result [success canceled failed]","Start Datetime [dd.mm.yyyy hh:mm]","End Datetime [dd.mm.yyyy hh:mm]","Duration","File Name","File Path","File Size [bytes]","Layers [current / total]","Height [current / total]","Note","Temperatures [bed:temp tool0:temp]","Spool Vendor","Spool Name","Material","Diameter [mm]","Density [g/cm3]","Used Length [mm]","Calculated Length [mm]","Used Weight [g]","Used Filament Cost"
"","failed","28.10.2019 19:16","28.10.2019 19:16","4s","PaperHolder_v5_10m_DruckerRhino_-_Marble_PLA_-_0.20mm_QUALITY_-_MK3S_-_Volcano_0.4.gcode","-","-","-","-","","","-","-","-","-","-","862.65","862.65","-","-"
"","success","28.10.2019 19:17","28.10.2019 19:17","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","28.10.2019 19:22","28.10.2019 19:24","1m29s","PaperHolder_v5_10m_DruckerRhino_-_Marble_PLA_-_0.20mm_QUALITY_-_MK3S_-_Volcano_0.4.gcode","-","-","-","-","","","-","-","-","-","-","862.65","862.65","-","-"
"","failed","28.10.2019 20:01","28.10.2019 20:01","5s","PaperHolder_v5_10m_DruckerRhino_-_Marble_PLA_-_0.20mm_QUALITY_-_MK3S_-_Volcano_0.4.gcode","-","-","-","-","","","-","-","-","-","-","862.65","862.65","-","-"
"","success","29.10.2019 19:58","29.10.2019 19:58","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","29.10.2019 20:01","29.10.2019 20:01","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","29.10.2019 20:04","29.10.2019 20:04","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","29.10.2019 22:15","29.10.2019 22:15","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","29.10.2019 22:16","29.10.2019 22:16","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","29.10.2019 22:17","29.10.2019 22:17","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","29.10.2019 22:17","29.10.2019 22:17","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","29.10.2019 22:18","29.10.2019 22:18","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","29.10.2019 22:20","29.10.2019 22:20","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","29.10.2019 22:20","29.10.2019 22:20","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","29.10.2019 22:20","29.10.2019 22:20","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","29.10.2019 22:20","29.10.2019 22:20","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","29.10.2019 22:20","29.10.2019 22:20","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","29.10.2019 22:21","29.10.2019 22:21","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","29.10.2019 22:21","29.10.2019 22:21","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","failed","31.10.2019 17:23","31.10.2019 17:23","8s","PaperHolder_v5_10m_DruckerRhino_-_Marble_PLA_-_0.20mm_QUALITY_-_MK3S_-_Volcano_0.4.gcode","-","-","-","-","","","-","-","-","-","-","862.65","862.65","-","-"
"","success","31.10.2019 17:23","31.10.2019 17:23","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","failed","31.10.2019 17:28","31.10.2019 17:29","4s","PaperHolder_v5_10m_DruckerRhino_-_Marble_PLA_-_0.20mm_QUALITY_-_MK3S_-_Volcano_0.4.gcode","-","-","-","-","","","-","-","-","-","-","862.65","862.65","-","-"
"","success","31.10.2019 17:29","31.10.2019 17:29","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","failed","31.10.2019 17:32","31.10.2019 17:32","2s","PaperHolder_v5_10m_DruckerRhino_-_Marble_PLA_-_0.20mm_QUALITY_-_MK3S_-_Volcano_0.4.gcode","-","-","-","-","","","-","-","-","-","-","862.65","862.65","-","-"
"","success","31.10.2019 17:32","31.10.2019 17:32","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","31.10.2019 19:51","31.10.2019 19:51","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","31.10.2019 19:58","31.10.2019 19:58","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","failed","31.10.2019 20:00","31.10.2019 20:01","1m0s","PaperHolder_v5_10m_DruckerRhino_-_Marble_PLA_-_0.20mm_QUALITY_-_MK3S_-_Volcano_0.4.gcode","-","-","-","-","","","-","-","-","-","-","862.65","862.65","-","-"
"","success","31.10.2019 22:27","31.10.2019 22:27","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","31.10.2019 22:27","31.10.2019 22:27","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","31.10.2019 22:53","31.10.2019 22:54","1m44s","PaperHolder_v5_10m_DruckerRhino_-_Marble_PLA_-_0.20mm_QUALITY_-_MK3S_-_Volcano_0.4.gcode","-","-","-","-","","","-","-","-","-","-","862.65","862.65","-","-"
"","success","31.10.2019 23:03","31.10.2019 23:03","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","31.10.2019 23:07","31.10.2019 23:07","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","31.10.2019 23:11","31.10.2019 23:11","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","31.10.2019 23:22","31.10.2019 23:22","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","31.10.2019 23:27","31.10.2019 23:27","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","31.10.2019 23:29","31.10.2019 23:29","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","31.10.2019 23:43","31.10.2019 23:43","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","31.10.2019 23:43","31.10.2019 23:43","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","31.10.2019 23:56","31.10.2019 23:56","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","failed","01.11.2019 00:02","01.11.2019 00:02","5s","PaperHolder_v5_10m_DruckerRhino_-_Marble_PLA_-_0.20mm_QUALITY_-_MK3S_-_Volcano_0.4.gcode","-","-","-","-","","","-","-","-","-","-","862.65","862.65","-","-"
"","success","01.11.2019 10:06","01.11.2019 10:06","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","01.11.2019 10:13","01.11.2019 10:13","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","failed","01.11.2019 10:18","01.11.2019 10:18","3s","PaperHolder_v5_10m_DruckerRhino_-_Marble_PLA_-_0.20mm_QUALITY_-_MK3S_-_Volcano_0.4.gcode","-","-","-","-","","","-","-","-","-","-","862.65","862.65","-","-"
"","success","01.11.2019 10:19","01.11.2019 10:19","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","success","01.11.2019 16:17","01.11.2019 16:17","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","failed","01.11.2019 16:37","01.11.2019 16:38","5s","PaperHolder_v5_10m_DruckerRhino_-_Marble_PLA_-_0.20mm_QUALITY_-_MK3S_-_Volcano_0.4.gcode","-","-","-","-","","","-","-","-","-","-","862.65","862.65","-","-"
"","failed","01.11.2019 16:40","01.11.2019 16:41","9s","PaperHolder_v5_10m_DruckerRhino_-_Marble_PLA_-_0.20mm_QUALITY_-_MK3S_-_Volcano_0.4.gcode","-","-","-","-","","","-","-","-","-","-","862.65","862.65","-","-"
"","success","01.11.2019 16:47","01.11.2019 16:47","0s","AbsRealPositions.gcode","-","-","-","-","","","-","-","-","-","-","0.00","0.00","-","-"
"","failed","01.11.2019 16:55","01.11.2019 16:56","1m1s","PaperHolder_v5_10m_DruckerRhino_-_Marble_PLA_-_0.20mm_QUALITY_-_MK3S_-_Volcano_0.4.gcode","-","-","-","-","","","-","-","-","-","-","862.65","862.65","-","-"
"","failed","01.11.2019 18:15","01.11.2019 18:16","45s","PaperHolder_v5_10m_DruckerRhino_-_Marble_PLA_-_0.20mm_QUALITY_-_MK3S_-_Volcano_0.4.gcode","-","-","-","-","","","-","-","-","-","-","862.65","862.65","-","-"
"","failed","01.11.2019 18:23","01.11.2019 18:24","56s","PaperHolder_v5_10m_DruckerRhino_-_Marble_PLA_-_0.20mm_QUALITY_-_MK3S_-_Volcano_0.4.gcode","-","-","-","-","","","-","-","-","-","-","862.65","862.65","-","-"
"","failed","11.12.2019 18:01","11.12.2019 18:01","34s","3DBenchy.gcode","-","-","-","-","","","-","-","-","-","-","4543.68","4543.68","-","-"
